commarea,commarea_n,countyfp10,geoid10,name10,namelsad10,notes,statefp10,tractce10,Area
"30",30.0000000000000000000000000000000,"031","17031301200","3012",Census Tract 3012,,"17","301200",482202.902
"74",74.0000000000000000000000000000000,"031","17031740400","7404",Census Tract 7404,,"17","740400",2838802.707
"2",2.0000000000000000000000000000000,"031","17031020400","204",Census Tract 204,,"17","020400",555411.528
"64",64.0000000000000000000000000000000,"031","17031640300","6403",Census Tract 6403,,"17","640300",1324650.601
"64",64.0000000000000000000000000000000,"031","17031640600","6406",Census Tract 6406,,"17","640600",659754.929
"1",1.0000000000000000000000000000000,"031","17031010400","104",Census Tract 104,,"17","010400",1151361.225
"7",7.0000000000000008881784197001252,"031","17031071800","718",Census Tract 718,,"17","071800",323368.048
"16",16.0000000000000000000000000000000,"031","17031160300","1603",Census Tract 1603,,"17","160300",426170.409
"31",31.0000000000000000000000000000000,"031","17031310700","3107",Census Tract 3107,,"17","310700",160036.152
"7",7.0000000000000008881784197001252,"031","17031071500","715",Census Tract 715,,"17","071500",1618624.062
"7",7.0000000000000008881784197001252,"031","17031071700","717",Census Tract 717,,"17","071700",159949.228
"67",67.0000000000000000000000000000000,"031","17031671200","6712",Census Tract 6712,,"17","671200",244920.252
"67",67.0000000000000000000000000000000,"031","17031670500","6705",Census Tract 6705,,"17","670500",622493.052
"67",67.0000000000000000000000000000000,"031","17031670600","6706",Census Tract 6706,,"17","670600",327033.760
"67",67.0000000000000000000000000000000,"031","17031670700","6707",Census Tract 6707,,"17","670700",326728.197
"67",67.0000000000000000000000000000000,"031","17031670800","6708",Census Tract 6708,,"17","670800",326299.340
"67",67.0000000000000000000000000000000,"031","17031670900","6709",Census Tract 6709,,"17","670900",326288.962
"67",67.0000000000000000000000000000000,"031","17031671100","6711",Census Tract 6711,,"17","671100",245620.243
"67",67.0000000000000000000000000000000,"031","17031671300","6713",Census Tract 6713,,"17","671300",484660.231
"67",67.0000000000000000000000000000000,"031","17031671400","6714",Census Tract 6714,,"17","671400",495625.067
"67",67.0000000000000000000000000000000,"031","17031671500","6715",Census Tract 6715,,"17","671500",741164.357
"67",67.0000000000000000000000000000000,"031","17031671600","6716",Census Tract 6716,,"17","671600",407250.933
"67",67.0000000000000000000000000000000,"031","17031670100","6701",Census Tract 6701,,"17","670100",326894.659
"23",23.0000000000000000000000000000000,"031","17031230500","2305",Census Tract 2305,,"17","230500",517113.467
"23",23.0000000000000000000000000000000,"031","17031230600","2306",Census Tract 2306,,"17","230600",1020378.752
"24",24.0000000000000000000000000000000,"031","17031240600","2406",Census Tract 2406,,"17","240600",162941.179
"24",24.0000000000000000000000000000000,"031","17031241000","2410",Census Tract 2410,,"17","241000",210165.554
"19",19.0000000000000000000000000000000,"031","17031191000","1910",Census Tract 1910,,"17","191000",434312.312
"8",8.0000000000000000000000000000000,"031","17031080300","803",Census Tract 803,,"17","080300",361488.568
"30",30.0000000000000000000000000000000,"031","17031300800","3008",Census Tract 3008,,"17","300800",325846.675
"65",65.0000000000000000000000000000000,"031","17031650200","6502",Census Tract 6502,,"17","650200",990903.604
"66",66.0000000000000000000000000000000,"031","17031660500","6605",Census Tract 6605,,"17","660500",659357.438
"22",22.0000000000000000000000000000000,"031","17031221400","2214",Census Tract 2214,,"17","221400",355032.543
"16",16.0000000000000000000000000000000,"031","17031161000","1610",Census Tract 1610,,"17","161000",426501.443
"34",34.0000000000000000000000000000000,"031","17031340600","3406",Census Tract 3406,,"17","340600",472400.322
"24",24.0000000000000000000000000000000,"031","17031240500","2405",Census Tract 2405,,"17","240500",233368.988
"24",24.0000000000000000000000000000000,"031","17031240700","2407",Census Tract 2407,,"17","240700",163219.332
"24",24.0000000000000000000000000000000,"031","17031240800","2408",Census Tract 2408,,"17","240800",165946.055
"24",24.0000000000000000000000000000000,"031","17031240900","2409",Census Tract 2409,,"17","240900",1005122.767
"24",24.0000000000000000000000000000000,"031","17031241100","2411",Census Tract 2411,,"17","241100",333254.857
"19",19.0000000000000000000000000000000,"031","17031190300","1903",Census Tract 1903,,"17","190300",660302.612
"19",19.0000000000000000000000000000000,"031","17031190800","1908",Census Tract 1908,,"17","190800",661317.859
"19",19.0000000000000000000000000000000,"031","17031190900","1909",Census Tract 1909,,"17","190900",314637.005
"19",19.0000000000000000000000000000000,"031","17031191100","1911",Census Tract 1911,,"17","191100",822427.597
"19",19.0000000000000000000000000000000,"031","17031191200","1912",Census Tract 1912,,"17","191200",705575.080
"8",8.0000000000000000000000000000000,"031","17031080100","801",Census Tract 801,,"17","080100",265777.851
"8",8.0000000000000000000000000000000,"031","17031080400","804",Census Tract 804,,"17","080400",327344.243
"8",8.0000000000000000000000000000000,"031","17031081000","810",Census Tract 810,,"17","081000",298824.305
"15",15.0000000000000000000000000000000,"031","17031150600","1506",Census Tract 1506,,"17","150600",656191.437
"30",30.0000000000000000000000000000000,"031","17031301600","3016",Census Tract 3016,,"17","301600",329515.993
"2",2.0000000000000000000000000000000,"031","17031020500","205",Census Tract 205,,"17","020500",771659.192
"53",53.0000000000000000000000000000000,"031","17031821402","8214.02",Census Tract 8214.02,Partially outside City Boundary (almost all),"17","821402",1786651.778
"75",75.0000000000000000000000000000000,"031","17031750300","7503",Census Tract 7503,,"17","750300",661766.435
"64",64.0000000000000000000000000000000,"031","17031640800","6408",Census Tract 6408,,"17","640800",326704.518
"75",75.0000000000000000000000000000000,"031","17031750100","7501",Census Tract 7501,,"17","750100",1285532.586
"74",74.0000000000000000000000000000000,"031","17031740200","7402",Census Tract 7402,,"17","740200",1966293.648
"65",65.0000000000000000000000000000000,"031","17031650400","6504",Census Tract 6504,,"17","650400",1098629.939
"65",65.0000000000000000000000000000000,"031","17031650500","6505",Census Tract 6505,,"17","650500",3241742.955
"66",66.0000000000000000000000000000000,"031","17031660600","6606",Census Tract 6606,,"17","660600",658609.473
"22",22.0000000000000000000000000000000,"031","17031221100","2211",Census Tract 2211,,"17","221100",440041.291
"22",22.0000000000000000000000000000000,"031","17031221300","2213",Census Tract 2213,,"17","221300",330106.832
"22",22.0000000000000000000000000000000,"031","17031221500","2215",Census Tract 2215,,"17","221500",304901.749
"2",2.0000000000000000000000000000000,"031","17031020100","201",Census Tract 201,,"17","020100",411311.371
"22",22.0000000000000000000000000000000,"031","17031221600","2216",Census Tract 2216,,"17","221600",327910.312
"16",16.0000000000000000000000000000000,"031","17031160800","1608",Census Tract 1608,,"17","160800",657627.597
"16",16.0000000000000000000000000000000,"031","17031160900","1609",Census Tract 1609,,"17","160900",657732.350
"22",22.0000000000000000000000000000000,"031","17031222800","2228",Census Tract 2228,,"17","222800",111384.669
"16",16.0000000000000000000000000000000,"031","17031161100","1611",Census Tract 1611,,"17","161100",576341.193
"16",16.0000000000000000000000000000000,"031","17031161200","1612",Census Tract 1612,,"17","161200",517850.136
"16",16.0000000000000000000000000000000,"031","17031161300","1613",Census Tract 1613,,"17","161300",497595.906
"65",65.0000000000000000000000000000000,"031","17031650100","6501",Census Tract 6501,,"17","650100",673591.056
"33",33.0000000000000000000000000000000,"031","17031330200","3302",Census Tract 3302,,"17","330200",790503.692
"42",42.0000000000000000000000000000000,"031","17031420600","4206",Census Tract 4206,,"17","420600",243605.522
"42",42.0000000000000000000000000000000,"031","17031420700","4207",Census Tract 4207,,"17","420700",650528.028
"66",66.0000000000000000000000000000000,"031","17031661000","6610",Census Tract 6610,,"17","661000",1118645.027
"75",75.0000000000000000000000000000000,"031","17031823304","8233.04",Census Tract 8233.04,Partially outside City Boundary,"17","823304",3557489.964
"1",1.0000000000000000000000000000000,"031","17031010100","101",Census Tract 101,,"17","010100",381062.511
"23",23.0000000000000000000000000000000,"031","17031230300","2303",Census Tract 2303,,"17","230300",104633.276
"64",64.0000000000000000000000000000000,"031","17031640400","6404",Census Tract 6404,,"17","640400",1334945.744
"64",64.0000000000000000000000000000000,"031","17031640500","6405",Census Tract 6405,,"17","640500",661915.135
"64",64.0000000000000000000000000000000,"031","17031640700","6407",Census Tract 6407,,"17","640700",657152.164
"15",15.0000000000000000000000000000000,"031","17031151200","1512",Census Tract 1512,,"17","151200",655585.537
"31",31.0000000000000000000000000000000,"031","17031310800","3108",Census Tract 3108,,"17","310800",332782.279
"66",66.0000000000000000000000000000000,"031","17031660400","6604",Census Tract 6604,,"17","660400",645647.454
"67",67.0000000000000000000000000000000,"031","17031670400","6704",Census Tract 6704,,"17","670400",326420.361
"34",34.0000000000000000000000000000000,"031","17031340400","3404",Census Tract 3404,,"17","340400",290254.681
"42",42.0000000000000000000000000000000,"031","17031420800","4208",Census Tract 4208,,"17","420800",347600.979
"42",42.0000000000000000000000000000000,"031","17031421200","4212",Census Tract 4212,,"17","421200",328220.438
"66",66.0000000000000000000000000000000,"031","17031661100","6611",Census Tract 6611,,"17","661100",1299748.412
"22",22.0000000000000000000000000000000,"031","17031222500","2225",Census Tract 2225,,"17","222500",158413.340
"19",19.0000000000000000000000000000000,"031","17031190200","1902",Census Tract 1902,,"17","190200",660109.108
"39",39.0000000000000000000000000000000,"031","17031390600","3906",Census Tract 3906,,"17","390600",324629.907
"1",1.0000000000000000000000000000000,"031","17031010300","103",Census Tract 103,,"17","010300",472019.165
"1",1.0000000000000000000000000000000,"031","17031010600","106",Census Tract 106,,"17","010600",494954.476
"2",2.0000000000000000000000000000000,"031","17031020200","202",Census Tract 202,,"17","020200",1241962.629
"15",15.0000000000000000000000000000000,"031","17031150800","1508",Census Tract 1508,,"17","150800",661046.078
"15",15.0000000000000000000000000000000,"031","17031151100","1511",Census Tract 1511,,"17","151100",660843.547
"23",23.0000000000000000000000000000000,"031","17031230100","2301",Census Tract 2301,,"17","230100",164481.703
"16",16.0000000000000000000000000000000,"031","17031160100","1601",Census Tract 1601,,"17","160100",593563.952
"16",16.0000000000000000000000000000000,"031","17031160200","1602",Census Tract 1602,,"17","160200",957665.513
"16",16.0000000000000000000000000000000,"031","17031160400","1604",Census Tract 1604,,"17","160400",657337.349
"31",31.0000000000000000000000000000000,"031","17031310600","3106",Census Tract 3106,,"17","310600",543017.569
"31",31.0000000000000000000000000000000,"031","17031310900","3109",Census Tract 3109,,"17","310900",484909.758
"32",32.0000000000000000000000000000000,"031","17031320400","3204",Census Tract 3204,,"17","320400",1459273.621
"6",6.0000000000000000000000000000000,"031","17031061500","615",Census Tract 615,,"17","061500",162911.036
"32",32.0000000000000000000000000000000,"031","17031320600","3206",Census Tract 3206,,"17","320600",1158440.507
"74",74.0000000000000000000000000000000,"031","17031740300","7403",Census Tract 7403,,"17","740300",1320728.961
"66",66.0000000000000000000000000000000,"031","17031660700","6607",Census Tract 6607,,"17","660700",480682.159
"22",22.0000000000000000000000000000000,"031","17031222700","2227",Census Tract 2227,,"17","222700",226171.498
"22",22.0000000000000000000000000000000,"031","17031221200","2212",Census Tract 2212,,"17","221200",330424.882
"16",16.0000000000000000000000000000000,"031","17031160700","1607",Census Tract 1607,,"17","160700",794343.992
"22",22.0000000000000000000000000000000,"031","17031222200","2222",Census Tract 2222,,"17","222200",231071.548
"34",34.0000000000000000000000000000000,"031","17031340500","3405",Census Tract 3405,,"17","340500",435448.153
"33",33.0000000000000000000000000000000,"031","17031330100","3301",Census Tract 3301,,"17","330100",3622939.471
"34",34.0000000000000000000000000000000,"031","17031340300","3403",Census Tract 3403,,"17","340300",213698.230
"35",35.0000000000000000000000000000000,"031","17031350400","3504",Census Tract 3504,,"17","350400",201453.514
"75",75.0000000000000000000000000000000,"031","17031750500","7505",Census Tract 7505,,"17","750500",2636337.421
"75",75.0000000000000000000000000000000,"031","17031750400","7504",Census Tract 7504,,"17","750400",995560.150
"75",75.0000000000000000000000000000000,"031","17031750200","7502",Census Tract 7502,,"17","750200",1310962.388
"43",43.0000000000000000000000000000000,"031","17031430200","4302",Census Tract 4302,,"17","430200",666843.995
"66",66.0000000000000000000000000000000,"031","17031660800","6608",Census Tract 6608,,"17","660800",655388.287
"66",66.0000000000000000000000000000000,"031","17031660900","6609",Census Tract 6609,,"17","660900",1972992.524
"67",67.0000000000000000000000000000000,"031","17031670200","6702",Census Tract 6702,,"17","670200",326542.570
"67",67.0000000000000000000000000000000,"031","17031670300","6703",Census Tract 6703,,"17","670300",326330.174
"22",22.0000000000000000000000000000000,"031","17031222600","2226",Census Tract 2226,,"17","222600",160601.658
"23",23.0000000000000000000000000000000,"031","17031230400","2304",Census Tract 2304,,"17","230400",334578.856
"17",17.0000000000000000000000000000000,"031","17031170400","1704",Census Tract 1704,,"17","170400",769030.342
"38",38.0000000000000000000000000000000,"031","17031380700","3807",Census Tract 3807,,"17","380700",244481.588
"38",38.0000000000000000000000000000000,"031","17031381900","3819",Census Tract 3819,,"17","381900",172692.035
"39",39.0000000000000000000000000000000,"031","17031390200","3902",Census Tract 3902,,"17","390200",303793.721
"17",17.0000000000000000000000000000000,"031","17031171000","1710",Census Tract 1710,,"17","171000",1393043.575
"18",18.0000000000000000000000000000000,"031","17031180100","1801",Census Tract 1801,,"17","180100",1062790.994
"39",39.0000000000000000000000000000000,"031","17031390300","3903",Census Tract 3903,,"17","390300",327048.699
"39",39.0000000000000000000000000000000,"031","17031390700","3907",Census Tract 3907,,"17","390700",1430335.095
"40",39.9999999999999928945726423989981,"031","17031400300","4003",Census Tract 4003,,"17","400300",1464440.372
"40",39.9999999999999928945726423989981,"031","17031400400","4004",Census Tract 4004,,"17","400400",326943.174
"40",39.9999999999999928945726423989981,"031","17031400500","4005",Census Tract 4005,,"17","400500",326147.959
"40",39.9999999999999928945726423989981,"031","17031400800","4008",Census Tract 4008,,"17","400800",493309.025
"41",41.0000000000000000000000000000000,"031","17031410100","4101",Census Tract 4101,,"17","410100",484792.504
"44",44.0000000000000000000000000000000,"031","17031440300","4403",Census Tract 4403,,"17","440300",1291889.622
"44",44.0000000000000000000000000000000,"031","17031440700","4407",Census Tract 4407,,"17","440700",327461.105
"43",43.0000000000000000000000000000000,"031","17031430800","4308",Census Tract 4308,,"17","430800",328072.089
"67",67.0000000000000000000000000000000,"031","17031671800","6718",Census Tract 6718,,"17","671800",324236.441
"68",68.0000000000000000000000000000000,"031","17031680500","6805",Census Tract 6805,,"17","680500",326859.441
"68",68.0000000000000000000000000000000,"031","17031681100","6811",Census Tract 6811,,"17","681100",652441.122
"20",19.9999999999999964472863211994991,"031","17031200100","2001",Census Tract 2001,,"17","200100",586780.267
"41",41.0000000000000000000000000000000,"031","17031410200","4102",Census Tract 4102,,"17","410200",65109.699
"68",68.0000000000000000000000000000000,"031","17031680600","6806",Census Tract 6806,,"17","680600",326464.737
"17",17.0000000000000000000000000000000,"031","17031170600","1706",Census Tract 1706,,"17","170600",566524.951
"38",38.0000000000000000000000000000000,"031","17031380500","3805",Census Tract 3805,,"17","380500",191450.197
"38",38.0000000000000000000000000000000,"031","17031381700","3817",Census Tract 3817,,"17","381700",196801.225
"43",43.0000000000000000000000000000000,"031","17031430300","4303",Census Tract 4303,,"17","430300",408970.581
"43",43.0000000000000000000000000000000,"031","17031430700","4307",Census Tract 4307,,"17","430700",367775.389
"43",43.0000000000000000000000000000000,"031","17031430900","4309",Census Tract 4309,,"17","430900",336514.110
"43",43.0000000000000000000000000000000,"031","17031431200","4312",Census Tract 4312,,"17","431200",655296.480
"43",43.0000000000000000000000000000000,"031","17031431400","4314",Census Tract 4314,,"17","431400",2204824.277
"23",23.0000000000000000000000000000000,"031","17031230800","2308",Census Tract 2308,,"17","230800",205651.452
"23",23.0000000000000000000000000000000,"031","17031231100","2311",Census Tract 2311,,"17","231100",176381.852
"17",17.0000000000000000000000000000000,"031","17031170900","1709",Census Tract 1709,,"17","170900",320577.081
"21",21.0000000000000000000000000000000,"031","17031210100","2101",Census Tract 2101,,"17","210100",854097.598
"42",42.0000000000000000000000000000000,"031","17031420200","4202",Census Tract 4202,,"17","420200",278187.940
"42",42.0000000000000000000000000000000,"031","17031420300","4203",Census Tract 4203,,"17","420300",245119.403
"44",44.0000000000000000000000000000000,"031","17031440600","4406",Census Tract 4406,,"17","440600",669815.344
"44",44.0000000000000000000000000000000,"031","17031440800","4408",Census Tract 4408,,"17","440800",279073.656
"44",44.0000000000000000000000000000000,"031","17031440900","4409",Census Tract 4409,,"17","440900",742630.124
"56",56.0000000000000071054273576010019,"031","17031560400","5604",Census Tract 5604,,"17","560400",334561.027
"45",45.0000000000000000000000000000000,"031","17031450300","4503",Census Tract 4503,,"17","450300",1366765.408
"67",67.0000000000000000000000000000000,"031","17031671900","6719",Census Tract 6719,,"17","671900",322061.342
"67",67.0000000000000000000000000000000,"031","17031672000","6720",Census Tract 6720,,"17","672000",995026.956
"68",68.0000000000000000000000000000000,"031","17031680900","6809",Census Tract 6809,,"17","680900",1033027.627
"68",68.0000000000000000000000000000000,"031","17031681000","6810",Census Tract 6810,,"17","681000",651694.610
"24",24.0000000000000000000000000000000,"031","17031240200","2402",Census Tract 2402,,"17","240200",166088.084
"24",24.0000000000000000000000000000000,"031","17031240300","2403",Census Tract 2403,,"17","240300",166590.125
"20",19.9999999999999964472863211994991,"031","17031200200","2002",Census Tract 2002,,"17","200200",818683.895
"41",41.0000000000000000000000000000000,"031","17031410500","4105",Census Tract 4105,,"17","410500",262842.511
"41",41.0000000000000000000000000000000,"031","17031410600","4106",Census Tract 4106,,"17","410600",252560.003
"17",17.0000000000000000000000000000000,"031","17031170100","1701",Census Tract 1701,,"17","170100",1014633.413
"17",17.0000000000000000000000000000000,"031","17031170200","1702",Census Tract 1702,,"17","170200",653043.018
"17",17.0000000000000000000000000000000,"031","17031170300","1703",Census Tract 1703,,"17","170300",1398901.028
"38",38.0000000000000000000000000000000,"031","17031381800","3818",Census Tract 3818,,"17","381800",319366.366
"17",17.0000000000000000000000000000000,"031","17031170500","1705",Census Tract 1705,,"17","170500",1539543.170
"35",35.0000000000000000000000000000000,"031","17031351400","3514",Census Tract 3514,,"17","351400",323710.562
"38",38.0000000000000000000000000000000,"031","17031381200","3812",Census Tract 3812,,"17","381200",258551.178
"38",38.0000000000000000000000000000000,"031","17031381400","3814",Census Tract 3814,,"17","381400",316691.636
"39",39.0000000000000000000000000000000,"031","17031390100","3901",Census Tract 3901,,"17","390100",842814.019
"43",43.0000000000000000000000000000000,"031","17031430400","4304",Census Tract 4304,,"17","430400",545171.215
"43",43.0000000000000000000000000000000,"031","17031430500","4305",Census Tract 4305,,"17","430500",337332.539
"43",43.0000000000000000000000000000000,"031","17031430600","4306",Census Tract 4306,,"17","430600",328335.497
"23",23.0000000000000000000000000000000,"031","17031230700","2307",Census Tract 2307,,"17","230700",650134.813
"23",23.0000000000000000000000000000000,"031","17031230900","2309",Census Tract 2309,,"17","230900",455180.037
"23",23.0000000000000000000000000000000,"031","17031231200","2312",Census Tract 2312,,"17","231200",656680.804
"17",17.0000000000000000000000000000000,"031","17031170700","1707",Census Tract 1707,,"17","170700",579672.417
"17",17.0000000000000000000000000000000,"031","17031170800","1708",Census Tract 1708,,"17","170800",730333.266
"17",17.0000000000000000000000000000000,"031","17031171100","1711",Census Tract 1711,,"17","171100",666147.607
"19",19.0000000000000000000000000000000,"031","17031190100","1901",Census Tract 1901,,"17","190100",316149.569
"24",24.0000000000000000000000000000000,"031","17031242200","2422",Census Tract 2422,,"17","242200",326987.632
"20",19.9999999999999964472863211994991,"031","17031200300","2003",Census Tract 2003,,"17","200300",250668.504
"21",21.0000000000000000000000000000000,"031","17031210400","2104",Census Tract 2104,,"17","210400",419634.662
"22",22.0000000000000000000000000000000,"031","17031220300","2203",Census Tract 2203,,"17","220300",326092.353
"21",21.0000000000000000000000000000000,"031","17031210700","2107",Census Tract 2107,,"17","210700",497303.818
"21",21.0000000000000000000000000000000,"031","17031210800","2108",Census Tract 2108,,"17","210800",162931.218
"21",21.0000000000000000000000000000000,"031","17031210900","2109",Census Tract 2109,,"17","210900",570569.491
"42",42.0000000000000000000000000000000,"031","17031420100","4201",Census Tract 4201,,"17","420100",1379811.904
"42",42.0000000000000000000000000000000,"031","17031420400","4204",Census Tract 4204,,"17","420400",245126.783
"42",42.0000000000000000000000000000000,"031","17031420500","4205",Census Tract 4205,,"17","420500",245979.158
"69",69.0000000000000000000000000000000,"031","17031691300","6913",Census Tract 6913,,"17","691300",647445.842
"3",3.0000000000000000000000000000000,"031","17031031700","317",Census Tract 317,,"17","031700",477476.472
"47",47.0000000000000000000000000000000,"031","17031470100","4701",Census Tract 4701,,"17","470100",1589069.575
"48",48.0000000000000000000000000000000,"031","17031480100","4801",Census Tract 4801,,"17","480100",668183.389
"69",69.0000000000000000000000000000000,"031","17031691000","6910",Census Tract 6910,,"17","691000",648683.480
"24",24.0000000000000000000000000000000,"031","17031242300","2423",Census Tract 2423,,"17","242300",328316.836
"41",41.0000000000000000000000000000000,"031","17031411100","4111",Census Tract 4111,,"17","411100",282973.846
"46",46.0000000000000000000000000000000,"031","17031460400","4604",Census Tract 4604,,"17","460400",652528.352
"68",68.0000000000000000000000000000000,"031","17031681200","6812",Census Tract 6812,,"17","681200",794728.730
"69",69.0000000000000000000000000000000,"031","17031690500","6905",Census Tract 6905,,"17","690500",320685.373
"24",24.0000000000000000000000000000000,"031","17031241400","2414",Census Tract 2414,,"17","241400",517653.882
"24",24.0000000000000000000000000000000,"031","17031241500","2415",Census Tract 2415,,"17","241500",302869.528
"24",24.0000000000000000000000000000000,"031","17031241600","2416",Census Tract 2416,,"17","241600",293931.503
"24",24.0000000000000000000000000000000,"031","17031242000","2420",Census Tract 2420,,"17","242000",326758.467
"24",24.0000000000000000000000000000000,"031","17031243300","2433",Census Tract 2433,,"17","243300",327091.595
"49",49.0000000000000000000000000000000,"031","17031491200","4912",Census Tract 4912,,"17","491200",649494.647
"48",48.0000000000000000000000000000000,"031","17031480300","4803",Census Tract 4803,,"17","480300",415733.560
"71",71.0000000000000000000000000000000,"031","17031710800","7108",Census Tract 7108,,"17","710800",816277.605
"71",71.0000000000000000000000000000000,"031","17031711300","7113",Census Tract 7113,,"17","711300",350016.800
"1",1.0000000000000000000000000000000,"031","17031010202","102.02",Census Tract 102.02,,"17","010202",351719.799
"48",48.0000000000000000000000000000000,"031","17031480200","4802",Census Tract 4802,,"17","480200",286026.160
"48",48.0000000000000000000000000000000,"031","17031480400","4804",Census Tract 4804,,"17","480400",1809902.353
"48",48.0000000000000000000000000000000,"031","17031480500","4805",Census Tract 4805,,"17","480500",1355403.154
"24",24.0000000000000000000000000000000,"031","17031241200","2412",Census Tract 2412,,"17","241200",328122.452
"69",69.0000000000000000000000000000000,"031","17031691100","6911",Census Tract 6911,,"17","691100",675737.344
"69",69.0000000000000000000000000000000,"031","17031691200","6912",Census Tract 6912,,"17","691200",1013722.157
"69",69.0000000000000000000000000000000,"031","17031691400","6914",Census Tract 6914,,"17","691400",656678.802
"5",4.9999999999999991118215802998748,"031","17031051200","512",Census Tract 512,,"17","051200",164666.450
"69",69.0000000000000000000000000000000,"031","17031691500","6915",Census Tract 6915,,"17","691500",671196.469
"70",70.0000000000000000000000000000000,"031","17031700100","7001",Census Tract 7001,,"17","700100",2311838.122
"41",41.0000000000000000000000000000000,"031","17031410700","4107",Census Tract 4107,,"17","410700",260189.434
"41",41.0000000000000000000000000000000,"031","17031410800","4108",Census Tract 4108,,"17","410800",249756.637
"41",41.0000000000000000000000000000000,"031","17031410900","4109",Census Tract 4109,,"17","410900",965436.880
"41",41.0000000000000000000000000000000,"031","17031411000","4110",Census Tract 4110,,"17","411000",1896925.025
"41",41.0000000000000000000000000000000,"031","17031411200","4112",Census Tract 4112,,"17","411200",402445.290
"53",53.0000000000000000000000000000000,"031","17031530600","5306",Census Tract 5306,,"17","530600",1034198.881
"46",46.0000000000000000000000000000000,"031","17031460100","4601",Census Tract 4601,,"17","460100",5484654.495
"46",46.0000000000000000000000000000000,"031","17031460200","4602",Census Tract 4602,,"17","460200",600207.714
"46",46.0000000000000000000000000000000,"031","17031460500","4605",Census Tract 4605,,"17","460500",1277221.865
"46",46.0000000000000000000000000000000,"031","17031460600","4606",Census Tract 4606,,"17","460600",260610.594
"46",46.0000000000000000000000000000000,"031","17031460700","4607",Census Tract 4607,,"17","460700",422528.797
"24",24.0000000000000000000000000000000,"031","17031241300","2413",Census Tract 2413,,"17","241300",164084.221
"46",46.0000000000000000000000000000000,"031","17031461000","4610",Census Tract 4610,,"17","461000",616836.895
"68",68.0000000000000000000000000000000,"031","17031681300","6813",Census Tract 6813,,"17","681300",721327.057
"68",68.0000000000000000000000000000000,"031","17031681400","6814",Census Tract 6814,,"17","681400",643435.633
"6",6.0000000000000000000000000000000,"031","17031060100","601",Census Tract 601,,"17","060100",325545.815
"69",69.0000000000000000000000000000000,"031","17031690300","6903",Census Tract 6903,,"17","690300",512068.282
"69",69.0000000000000000000000000000000,"031","17031690400","6904",Census Tract 6904,,"17","690400",651657.549
"69",69.0000000000000000000000000000000,"031","17031690900","6909",Census Tract 6909,,"17","690900",655459.185
"6",6.0000000000000000000000000000000,"031","17031060200","602",Census Tract 602,,"17","060200",318277.833
"24",24.0000000000000000000000000000000,"031","17031242100","2421",Census Tract 2421,,"17","242100",327980.259
"24",24.0000000000000000000000000000000,"031","17031243100","2431",Census Tract 2431,,"17","243100",324004.825
"24",24.0000000000000000000000000000000,"031","17031243200","2432",Census Tract 2432,,"17","243200",323849.050
"61",61.0000000000000000000000000000000,"031","17031611600","6116",Census Tract 6116,,"17","611600",315135.739
"24",24.0000000000000000000000000000000,"031","17031243400","2434",Census Tract 2434,,"17","243400",329180.594
"24",24.0000000000000000000000000000000,"031","17031243500","2435",Census Tract 2435,,"17","243500",657214.791
"71",71.0000000000000000000000000000000,"031","17031711100","7111",Census Tract 7111,,"17","711100",653931.116
"25",25.0000000000000000000000000000000,"031","17031250200","2502",Census Tract 2502,,"17","250200",499202.795
"49",49.0000000000000000000000000000000,"031","17031491000","4910",Census Tract 4910,,"17","491000",1277070.459
"49",49.0000000000000000000000000000000,"031","17031491100","4911",Census Tract 4911,,"17","491100",1322862.515
"71",71.0000000000000000000000000000000,"031","17031710100","7101",Census Tract 7101,,"17","710100",215114.227
"51",51.0000000000000000000000000000000,"031","17031510100","5101",Census Tract 5101,,"17","510100",2373066.368
"51",51.0000000000000000000000000000000,"031","17031510200","5102",Census Tract 5102,,"17","510200",1279952.286
"71",71.0000000000000000000000000000000,"031","17031710300","7103",Census Tract 7103,,"17","710300",327581.078
"52",52.0000000000000000000000000000000,"031","17031520200","5202",Census Tract 5202,,"17","520200",1210350.233
"71",71.0000000000000000000000000000000,"031","17031710900","7109",Census Tract 7109,,"17","710900",990852.117
"71",71.0000000000000000000000000000000,"031","17031711000","7110",Census Tract 7110,,"17","711000",654359.388
"71",71.0000000000000000000000000000000,"031","17031711200","7112",Census Tract 7112,,"17","711200",1102236.028
"71",71.0000000000000000000000000000000,"031","17031711400","7114",Census Tract 7114,,"17","711400",747486.486
"8",8.0000000000000000000000000000000,"031","17031081402","814.02",Census Tract 814.02,,"17","081402",588263.514
"71",71.0000000000000000000000000000000,"031","17031710600","7106",Census Tract 7106,,"17","710600",244932.571
"6",6.0000000000000000000000000000000,"031","17031061902","619.02",Census Tract 619.02,,"17","061902",861874.859
"77",77.0000000000000000000000000000000,"031","17031030200","302",Census Tract 302,,"17","030200",666196.491
"77",77.0000000000000000000000000000000,"031","17031030300","303",Census Tract 303,,"17","030300",314151.114
"77",77.0000000000000000000000000000000,"031","17031030400","304",Census Tract 304,,"17","030400",346489.139
"77",77.0000000000000000000000000000000,"031","17031030500","305",Census Tract 305,,"17","030500",618133.296
"77",77.0000000000000000000000000000000,"031","17031030800","308",Census Tract 308,,"17","030800",567411.756
"24",24.0000000000000000000000000000000,"031","17031242400","2424",Census Tract 2424,,"17","242400",328050.702
"24",24.0000000000000000000000000000000,"031","17031242500","2425",Census Tract 2425,,"17","242500",309812.320
